country_code,short_name,table_name,long_name,2_alpha_code,currency_unit,special_notes,region,income_group,wb_2_code,national_accounts_base_year,national_accounts_reference_year,sna_price_valuation,lending_category,other_groups,system_of_national_accounts,alternative_conversion_factor,ppp_survey_year,balance_of_payments_manual_in_use,external_debt_reporting_status,system_of_trade,government_accounting_concept,imf_data_dissemination_standard,latest_population_census,latest_household_survey,source_of_most_recent_income_and_expenditure_data,vital_registration_complete,latest_agricultural_census,latest_industrial_data,latest_trade_data,latest_water_withdrawal_data
JOR_Al_Aqabah_JO.AA_1703_JOR002,,"Jordan, Al Aqabah",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
JOR_Al_Balqa_JO.AB_1702_JOR006,,"Jordan, Al Balqa",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
JOR_Al_Karak_JO.AK_1704_JOR003,,"Jordan, Al Karak",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
JOR_Al_Mafraq_JO.MA_1711_JOR004,,"Jordan, Al Mafraq",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
JOR_Amman_JO.AM_1705_JOR005,,"Jordan, Amman",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
JOR_At_Tafilah_JO.AT_1706_JOR008,,"Jordan, At Tafilah",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
JOR_Az_Zarqa_JO.AZ_1712_JOR007,,"Jordan, Az Zarqa",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
JOR_Irbid_JO.IR_1707_JOR009,,"Jordan, Irbid",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
JOR_Jarash_JO.JA_1708_JOR010,,"Jordan, Jarash",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
JOR_Ma-an_JO.MN_1709_JOR011,,"Jordan, Maan",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
JOR_Madaba_JO.MD_1710_JOR012,,"Jordan, Madaba",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
KAZ,,Kazakhstan,,,,None,,,,,,,,,,,,,,,,,,,,,,,,
KAZ_Akmolinskaya_KZ.AK_1714_KAZ001,,"Kazakhstan, Akmolinskaya",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
KAZ_Aktyubinskaya_KZ.AT_1715_KAZ002,,"Kazakhstan, Aktyubinskaya",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
KAZ_Almatinskaya_KZ.AL_1716_KAZ003,,"Kazakhstan, Almatinskaya",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
KAZ_Almaty_City_area_KZ.AC_37157_KAZ004,,"Kazakhstan, Almaty city area",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
KAZ_Atyrauskaya_KZ.AY_1717_KAZ005,,"Kazakhstan, Atyrauskaya",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
KAZ_East_KZ.EA_1728_KAZ015,,"Kazakhstan, East",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
KAZ_Karagandinskaya_KZ.KA_1719_KAZ006,,"Kazakhstan, Karagandinskaya",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
KAZ_Kostanayskaya_KZ.KU_1720_KAZ008,,"Kazakhstan, Kostanaiskaya",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
KAZ_Kyzylordinskaya_KZ.KY_1721_KAZ009,,"Kazakhstan, Kyzylordinskaya",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
KAZ_Mangistauskaya_KZ.MA_1724_KAZ010,,"Kazakhstan, Mangistauskaya",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
KAZ_North_KZ.NO_1726_KAZ012,,"Kazakhstan, North",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
KAZ_Pavlodarskaya_KZ.PA_1725_KAZ011,,"Kazakhstan, Pavlodarskaya",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
KAZ_South_KZ.SO_1727_KAZ013,,"Kazakhstan, South",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
KAZ_West_KZ.WE_1729_KAZ016,,"Kazakhstan, West",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
KAZ_Zhambylskaya_37205,,"Kazakhstan, Zhambylskaya",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
KAZ_Astana_City_area_KZ.AS_1714.77_KAZ017,,"Kazakstan, Astana city",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
KGZ,,Kyrgyz Republic,,,,None,,,,,,,,,,,,,,,,,,,,,,,,
KGZ_Batken_KG.BA_1746_KGZ001,,"Kyrgyz Republic, Batken",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
KGZ_Bishkek_City_KG.BI_1746.55_KGZ004,,"Kyrgyz Republic, Bishkek City",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
KGZ_Chui_18596,,"Kyrgyz Republic, Chui",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
KGZ_Issyk-kul_KG.YK_1752_KGZ008,,"Kyrgyz Republic, Isssyk-kul",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
KGZ_Jalal-abad_KG.JA_1748_KGZ003,,"Kyrgyz Republic, Jalal-Abad",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
KGZ_Naryn_KG.NA_1749_KGZ005,,"Kyrgyz Republic, Naryn",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
KGZ_Osh_KG.OS_1750_KGZ006,,"Kyrgyz Republic, Osh",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
KGZ_Talas_KG.TL_1751_KGZ007,,"Kyrgyz Republic, Talas",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LAO,,Lao PDR,,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LAO_Attapu_LA.AT_1753_LAO001,,"Lao PDR, Attapeu",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LAO_Bokeo_LA.BK_1754_LAO002,,"Lao PDR, Bokeo",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LAO_Bolikhamsai_LA.BL_1755_LAO003,,"Lao PDR, Bolikhamsai",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LAO_Champasak_LA.CH_1756_LAO004,,"Lao PDR, Champasak",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LAO_Hou_Phan_LA.HO_1757_LAO005,,"Lao PDR, Hua Phan",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LAO_Khammouane_LA.KH_1758_LAO006,,"Lao PDR, Khammouane",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LAO_Luang_Namtha_LA.LN_1760_LAO007,,"Lao PDR, Luang Namtha",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LAO_Luang_Prabang_LA.LO_1759_LAO008,,"Lao PDR, Luang Prabang",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LAO_Oudomxay_LA.OU_1761_LAO009,,"Lao PDR, Oudomxay",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LAO_Phongsaly_18700,,"Lao PDR, Phongsaly",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LAO_Saravane_18707,,"Lao PDR, Saravane",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LAO_Savannakhet_LA.SV_1764_LAO012,,"Lao PDR, Savannakhet",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LAO_Sekong_LA.SE_1764.5_LAO15,,"Lao PDR, Sekong",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LAO_Vientiane_LA.VI_74346_LAO021,,"Lao PDR, Vientiane",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LAO_Xayabury_18731,,"Lao PDR, Xayabury",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LAO_Xaysomboun_74348,,"Lao PDR, Xaysomboun",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LVA,,Latvia,,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LVA_Kurzeme_AGG107,,"Latvia, Kurzeme",,,,"Kurzeme is a Statistical Region of Latvia comprised of the following areas: Aizpute, Alsunga, Broceni, Dundaga, Durbe, Grobina, Kuldiga, Liepaja, Mersrags, Nica, Pavilosta, Priekule, Roja, Rucava, Saldus, Skrunda, Talsi, Vainode, Ventspils, Ventspils.",,,,,,,,,,,,,,,,,,,,,,,,
LVA_Latgale_AGG108,,"Latvia, Latgale",,,,"Latgale is a Statistical Region of Latvia comprised of the following areas: Aglona, Baltinava, Balvi, Cibla, Dagda, Daugavpils, Daugavpils, Ilukste, Karsava, Kraslava, Livani, Ludza, Preili, Rezekne, Rezekne, Riebini, Rugaji, Varkava, Vilaka, Vilani, Zilupe.",,,,,,,,,,,,,,,,,,,,,,,,
LVA_Pieriga_AGG109,,"Latvia, Pieriga",,,,"Pieriga is a Statistical Region of Latvia comprised of the following areas: Aloja, Adaži, Babite, Baldone, Carnikava, Engure, Garkalne, Ikškile, Incukalns., Jaunpils, Jurmala, Kandava, Krimulda, Kegums, Kekava, Lielvarde, Limbaži, Malpils, Marupe, Ogre, Olaine, Ropaži, Salacgriva, Salaspils, Saulkrasti, Seja, Sigulda, Stopini, Tukums.",,,,,,,,,,,,,,,,,,,,,,,,
LVA_Riga_AGG110,,"Latvia, Riga",,,,Riga is a Statistical Region of Latvia comprised of the following areas: Riga (capital city).,,,,,,,,,,,,,,,,,,,,,,,,
LVA_Vidzeme_AGG111,,"Latvia, Vidzeme",,,,"Vidzeme is a Statistical Region of Latvia comprised of the following areas: Aluksne, Amata, Ape, Beverina, Burtnieki, Cesvaine, Cesis, Ergli, Gulbene, Jaunpiebalga, Koceni, Ligatne, Lubana, Madona, Mazsalaca, Naukšeni, Pargauja, Priekuli, Rauna, Rujiena, Smiltene, Strenci, Valka, Valmiera, Varaklani, Vecpiebalga.",,,,,,,,,,,,,,,,,,,,,,,,
LVA_Zemgale_AGG112,,"Latvia, Zemgale",,,,"Zemgale is a Statistical Region of Latvia comprised of the following areas: Aizkraukle, Akniste, Auce, Bauska, Dobele, Iecava, Jaunjelgava, Jelgava, Jelgava, Jekabpils, Jekabpils, Koknese, Krustpils, Nereta, Ozolnieki, Plavinas, Rundale, Sala, Skriveri, Tervete, Vecumnieki, Viesite.",,,,,,,,,,,,,,,,,,,,,,,,
LBN,,Lebanon,,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LBN_Beirut_LB.BY_1798_LBN002,,"Lebanon, Beirut",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LBN_Beqaa_LB.BE_1797_LBN001,,"Lebanon, Beqaa",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LBN_Liban_Nord_LB.LN_1799_LBN003,,"Lebanon, Liban Nord",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LBN_Liban_Sud_LB.SU_1800_LBN004,,"Lebanon, Liban Sud",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LBN_Mont_Liban_LB.ML_1801_LBN005,,"Lebanon, Mont Liban",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LBN_Nabatieh_LB.NA_1802_LBN006,,"Lebanon, Nabatieh",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LBR,,Liberia,,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LBR_Bomi_LR.BM_1814_LBR001,,"Liberia, Bomi",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LBR_Bong_LR.BG_1815_LBR002,,"Liberia, Bong",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LBR_Gbarpolu_LR.GP_1816_LBR003,,"Liberia, Gbarpolu",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LBR_Grand_Bassa_LR.GB_1817_LBR004,,"Liberia, Grand Bassa",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LBR_Grand_Cape_Mount_LR.CM_1818_LBR005,,"Liberia, Grand Cape Mount",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LBR_Grand_Gedeh_LR.GD_1819_LBR006,,"Liberia, Grand Gedeh",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LBR_Grand_Kru_LR.GK_1820_LBR007,,"Liberia, Grand Kru",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LBR_Greater_Monrovia_39194,,"Liberia, Greater Monrovia",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LBR_Lofa_LR.LF_1821_LBR008,,"Liberia, Lofa",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LBR_Margibi_LR.MG_1822_LBR009,,"Liberia, Margibi",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LBR_Maryland_LR.MY_1823_LBR010,,"Liberia, Maryland",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LBR_Montserrado_LR.MO_1824_LBR011,,"Liberia, Montserrado",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LBR_Nimba_LR.NI_1825_LBR012,,"Liberia, Nimba",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LBR_River_Gee_LR.RG_1827_LBR013,,"Liberia, River Gee",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LBR_Rivercess_LR.RI_1826_LBR014,,"Liberia, Rivercess",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
LBR_Sinoe_LR.SI_1828_LBR015,,"Liberia, Sinoe",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX,,Mexico,,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Aguascalientes_MX.AG_2028_MEX001,,"Mexico, Aguascalientes",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Baja_California_MX.BN_2029_MEX002,,"Mexico, Baja California",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Baja_California_Sur_MX.BS_2030_MEX003,,"Mexico, Baja California Sur",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Campeche_MX.CM_2031_MEX004,,"Mexico, Campeche",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Chiapas_MX.CP_2032_MEX005,,"Mexico, Chiapas",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Chihuahua_MX.CH_2033_MEX006,,"Mexico, Chihuahua",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Coahuila_MX.CA_2034_MEX007,,"Mexico, Coahuila",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Colima_MX.CL_2035_MEX008,,"Mexico, Colima",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Distrito_Federal_MX.DF_2028.55_MEX0033,,"Mexico, Distrito Federal",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Durango_MX.DU_2037_MEX010,,"Mexico, Durango",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Guanajuato_MX.GJ_2038_MEX011,,"Mexico, Guanajuato",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Guerrero_MX.GR_2039_MEX012,,"Mexico, Guerrero",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Hidalgo_MX.HI_2040_MEX013,,"Mexico, Hidalgo",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Jalisco_MX.JA_2041_MEX014,,"Mexico, Jalisco",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Mexico_MX.MX_2042_MEX015,,"Mexico, Mexico",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Michoacan_MX.MC_2043_MEX016,,"Mexico, Michoacan",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Morelos_MX.MR_2044_MEX017,,"Mexico, Morelos",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Nayarit_MX.NA_2045_MEX018,,"Mexico, Nayarit",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Nuevo_Leon_MX.NL_2046_MEX019,,"Mexico, Nuevo Leon",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Oaxaca_MX.OA_2047_MEX020,,"Mexico, Oaxaca",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Puebla_MX.PU_2048_MEX021,,"Mexico, Puebla",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Queretaro_MX.QE_2049_MEX022,,"Mexico, Queretaro",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Quintana_Roo_MX.QR_2050_MEX023,,"Mexico, Quintana Roo",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_San_Luis_Potosi_MX.SL_2051_MEX024,,"Mexico, San Luis Potosi",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Sinaloa_MX.SI_2052_MEX025,,"Mexico, Sinaloa",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Sonora_MX.SO_2053_MEX026,,"Mexico, Sonora",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Tabasco_MX.TB_2054_MEX027,,"Mexico, Tabasco",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Tamaulipas_MX.TM_2055_MEX028,,"Mexico, Tamaulipas",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Tlaxcala_MX.TL_2056_MEX029,,"Mexico, Tlaxcala",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Veracruz_MX.VE_2057_MEX030,,"Mexico, Veracruz",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Yucatan_MX.YU_2058_MEX031,,"Mexico, Yucatan",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MEX_Zacatecas_MX.ZA_2059_MEX032,,"Mexico, Zacatecas",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MDA,,Moldova,,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MDA_Centru_AGG116,,"Moldova, Centru",,,,"These are Statistical Regions, not Administrative Units. Center is  constituted of rayons (districts): Ungheni, Telenesti, Rezina, Orhei, Calarasi, Nisporeni, Straseni, Criuleni, Dubasari, Anenii-Noi, Ialoveni and Hincesti.",,,,,,,,,,,,,,,,,,,,,,,,
MDA_Chisinau_MD.CH_2095.7_MDA009,,"Moldova, Chisinau",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MDA_Nord_AGG113,,"Moldova, Nord",,,,"These are Statistical Regions, not Administrative Units. North is constituted of rayons (districts): Briceni, Edinet, Ocnita, Donduseni, Soroca, Drochia, Riscani, Glodeni, Falesti, Floresti, Soldanesti and mun. Balti.",,,,,,,,,,,,,,,,,,,,,,,,
MDA_Sud_AGG114,,"Moldova, Sud",,,,"These are Statistical Regions, not Administrative Units. South is constituted of rayons (districts): Leova, Cimislia, Basarabeasca, Causeni, Stefan Voda, Cantemir, Taraclia, Cahul, UTA Gagauzia.",,,,,,,,,,,,,,,,,,,,,,,,
MNE,,Montenegro,,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MNE_Centralni_AGG118,,"Montenegro, Centralni",,,,"These are Statistical Regions, not Administrative Units. Center is constituted of Admin1: Cetinje, Podgorica, Danilovgrad, and Nikšiü.",,,,,,,,,,,,,,,,,,,,,,,,
MNE_Primorski_AGG119,,"Montenegro, Primorski",,,,"These are Statistical Regions, not Administrative Units. South is constituted of Admin1: Ulcinj, Bar, Budva, Tivat, Kotor and Herceg, Novi.",,,,,,,,,,,,,,,,,,,,,,,,
MNE_Sjeverni_AGG120.5,,"Montenegro, Sjeverni",,,,"These are Statistical Regions, not Administrative Units. North is constituted of Admin1: Plužine, Šavnik, Žabljak, Pljevlja, Bijelo Polje, Berane, Rožaje, Andrijevica, Plav, Mojkovac and Kolašin.",,,,,,,,,,,,,,,,,,,,,,,,
MAR,,Morocco,,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MAR_Chaouia-Ouardigha_MA.CO_2105_MAR001,,"Morocco, Chaouia-Ouardigha",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MAR_Doukkala-Abda_MA.DA_2106_MAR002,,"Morocco, Doukkala-Abda",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MAR_Fes-Boulemane_MA.FB_2107_MAR003,,"Morocco, Fès-Boulemane",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MAR_Gharb-Chrarda-Beni_Hssen_MA.GB_2108_MAR004,,"Morocco, Gharb-Chrarda-Béni Hssen",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MAR_Greater_Casablanca_MA.GC_2109_MAR005,,"Morocco, Greater Casablanca",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MAR_Marrakech-Tensift_MA.MK_2112_MAR008,,"Morocco, Marrakech-Tensift-El Haouz",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MAR_Meknes-Tafilalet_MA.MT_2113_MAR009,,"Morocco, Meknès-Tafilalet",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MAR_Oriental_MA.OR_2114_MAR010,,"Morocco, Oriental",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MAR_Rabat-Sale-Zemmour-Zaer_MA.RS_2115_MAR011,,"Morocco, Rabat-Sale-Zemmour-Zaer",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MAR_Souss-Massa-Draa_MA.SM_2116_MAR012,,"Morocco, Souss-Massa-Drâa",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MAR_Tadla-Azilal_MA.TD_2117_MAR013,,"Morocco, Tadla-Azilal",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MAR_Tangier-Tetouan_MA.TO_2118_MAR014,,"Morocco, Tangier-Tétouan",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MAR_Taza-Al_Hoceima-Taounate_MA.TH_2119_MAR015,,"Morocco, Taza-Al Hoceima-Taounate",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,,Mozambique,,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MOZ_Cabo_Delgado_MZ.CD_2112.1_MOZ001,,"Mozambique, Cabo Delgado",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MOZ_Gaza_MZ.GA_2113.1_MOZ002,,"Mozambique, Gaza",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MOZ_Inhambane_MZ.IN_2114.1_MOZ003,,"Mozambique, Inhambane",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MOZ_Manica_MZ.MN_2115.1_MOZ004,,"Mozambique, Manica",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MOZ_Maputo_MZ.MA_2116.1_MOZ005,,"Mozambique, Maputo",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MOZ_Maputo_City_MZ.MC_2117.1_MOZ006,,"Mozambique, Maputo city",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MOZ_Nampula_MZ.NM_2118.1_MOZ007,,"Mozambique, Nampula",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MOZ_Niassa_MZ.NS_2119.1_MOZ008,,"Mozambique, Niassa",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MOZ_Sofala_MZ.SO_2120_MOZ009,,"Mozambique, Sofala",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MOZ_Tete_MZ.TE_2121_MOZ010,,"Mozambique, Tete",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
MOZ_Zambezia_MZ.ZA_2122_MOZ011,,"Mozambique, Zambezia",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NPL,,Nepal,,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NPL_Central_NP.CE_2152_NPL001,,"Nepal, Central",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NPL_Eastern_NP.EA_2153_NPL002,,"Nepal, Eastern",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NPL_Far_Western_NP.FW_2154_NPL003,,"Nepal, Far Western",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NPL_Mid_Western_NP.MW_2155_NPL004,,"Nepal, Mid Western",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NPL_Western_NP.WE_2156_NPL005,,"Nepal, Western",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA,,Nigeria,,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Abia_NG.AB_65698_NGA001,,"Nigeria, Abia",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Adamawa_NG.AD_2211_NGA002,,"Nigeria, Adamawa",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Akwa_Ibom_NG.AK_2212_NGA003,,"Nigeria, Akwa Ibom",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Anambra_NG.AN_2213_NGA004,,"Nigeria, Anambra",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Bauchi_NG.BA_65699_NGA005,,"Nigeria, Bauchi",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Bayelsa_NG.BY_65700_NGA006,,"Nigeria, Bayelsa",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Benue_NG.BE_2215_NGA007,,"Nigeria, Benue",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Borno_NG.BO_2216_NGA008,,"Nigeria, Borno",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Cross_River_NG.CR_2217_NGA009,,"Nigeria, Cross River",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Delta_NG.DE_2218_NGA010,,"Nigeria, Delta",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Ebonyi_NG.EB_65701_NGA011,,"Nigeria, Ebonyi",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Edo_NG.ED_2219_NGA012,,"Nigeria, Edo",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Ekiti_NG.EK_65702_NGA013,,"Nigeria, Ekiti",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Enugu_NG.EN_65703_NGA014,,"Nigeria, Enugu",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_FCT_Abuja_NG.FC_2221_NGA015,,"Nigeria, FCT, Abuja",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Gombe_NG.GO_65704_NGA016,,"Nigeria, Gombe",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Imo_NG.IM_2222_NGA017,,"Nigeria, Imo",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Jigawa_NG.JI_2223_NGA018,,"Nigeria, Jigawa",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Kaduna_NG.KD_2224_NGA019,,"Nigeria, Kaduna",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Kano_NG.KN_2225_NGA020,,"Nigeria, Kano",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Katsina_NG.KT_2226_NGA021,,"Nigeria, Katsina",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Kebbi_NG.KE_2227_NGA022,,"Nigeria, Kebbi",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Kogi_NG.KO_2228_NGA023,,"Nigeria, Kogi",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Kwara_NG.KW_2229_NGA024,,"Nigeria, Kwara",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Lagos_NG.LA_2230_NGA025,,"Nigeria, Lagos",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Nassarawa_NG.NA_65705_NGA026,,"Nigeria, Nassarawa",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
NGA_Niger_NG.NI_2231_NGA027,,"Nigeria, Niger",,,,None,,,,,,,,,,,,,,,,,,,,,,,,
